selling_price,km_driven,mileage,engine,max_power,age,make,model,Individual,Trustmark Dealer,Diesel,Electric,LPG,Petrol,Manual,5,>5
5.6,91000,22.54,1396,88.73,7,HYUNDAI,I20 MAGNA 1.4 CRDI,1,0,1,0,0,0,1,1,0
5,64059,20.14,1197,81.86,6,HYUNDAI,XCENT 1.2 VTVT S,0,0,0,0,0,1,1,1,0
2.65,40000,21.1,814,55.2,10,HYUNDAI,EON ERA PLUS,0,0,0,0,0,1,1,1,0
3.6,43000,17,1198,73.75,6,VOLKSWAGEN,AMEO 1.2 MPI TRENDLINE,1,0,0,0,0,1,1,1,0
2.7,70000,25.17,799,53.3,6,RENAULT,KWID RXT OPTIONAL,1,0,0,0,0,1,1,1,0
2.4,23460,23.95,998,67.05,10,MARUTI,ALTO K10 VXI,0,0,0,0,0,1,1,1,0
5.15,79000,18.6,1197,81.83,8,HYUNDAI,I20 ASTA 1.2,1,0,0,0,0,1,1,1,0
1,110000,18.2,998,67.1,15,MARUTI,ZEN ESTILO VXI BSIII,1,0,0,0,0,1,1,1,0
6,120000,15.1,2179,140,9,MAHINDRA,XUV500 W8 2WD,1,0,1,0,0,0,1,0,1
4.75,52631,28.4,1248,74,8,MARUTI,SWIFT VDI,0,0,1,0,0,0,1,1,0
4,43120,16.8,1497,116.3,11,HONDA,CITY V MT,0,0,0,0,0,1,1,1,0
0.8,50000,18,995,62,14,CHEVROLET,SPARK 1.0 LT,1,0,0,0,0,1,1,1,0
3.75,70000,19.1,1197,82,8,HYUNDAI,XCENT 1.2 KAPPA S,1,0,0,0,0,1,1,1,0
8.75,10000,22.77,1498,98.59,6,FORD,ECOSPORT 2015-2021 1.5 TDCI TREND PLUS BSIV,1,0,1,0,0,0,1,1,0
6.3,18000,19,1194,94.68,5,FORD,FREESTYLE TITANIUM PETROL BSIV,1,0,0,0,0,1,1,1,0
5.7,48000,20.77,1248,88.76,9,MARUTI,ERTIGA VDI,0,0,1,0,0,0,1,0,1
9.82,20000,15.4,2523,75,4,MAHINDRA,SCORPIO BSIV,1,0,1,0,0,0,1,0,1
4.12,7500,23.1,998,67.04,6,MARUTI,CELERIO ZXI OPTIONAL,1,0,0,0,0,1,1,1,0
2.2,40000,21.1,1248,73.9,13,MARUTI,RITZ VDI ABS,1,0,1,0,0,0,1,1,0
7.5,38000,22.54,1396,88.73,5,HYUNDAI,I20 1.4 ASTA OPTION,1,0,1,0,0,0,1,1,0
9,60000,19.87,1461,83.8,7,RENAULT,DUSTER 85PS DIESEL RXL,1,0,1,0,0,0,1,1,0
5.3,32359,17.01,1591,121.3,7,HYUNDAI,VERNA 1.6 SX VTVT,0,0,0,0,0,1,1,1,0
1.8,68500,19.3,1248,73.9,13,MARUTI,SWIFT DZIRE LDI BSIV,1,0,1,0,0,0,1,1,0
10.5,50000,15.1,2179,152.87,5,MAHINDRA,XUV500 W5 BSIV,1,0,1,0,0,0,1,0,1
3.1,40000,15.37,1196,73,7,MARUTI,EECO 5 SEATER AC BSIV,1,0,0,0,0,1,1,1,0
9,25000,17,1198,108.5,6,TATA,NEXON 1.2 REVOTRON XZ PLUS,1,0,0,0,0,1,1,1,0
4.25,31000,20.4,1197,81.8,7,MARUTI,SWIFT VXI DECA,1,0,0,0,0,1,1,1,0
2.15,90000,17.21,1493,100,10,MAHINDRA,QUANTO C6,1,0,1,0,0,0,1,0,1
4,114000,19.1,1197,85.8,10,MARUTI,SWIFT DZIRE VXI,1,0,0,0,0,1,1,1,0
4.4,40159,20.3,1199,84,6,TATA,TIGOR 1.2 REVOTRON XZ OPTION,0,1,0,0,0,1,1,1,0
5.1,25000,20.89,1197,81.8,4,MARUTI,IGNIS 1.2 DELTA BSIV,1,0,0,0,0,1,1,1,0
2.2,65000,17.92,1086,62.1,13,HYUNDAI,SANTRO XING GLS,0,0,0,0,0,1,1,1,0
5.25,60000,21.21,1197,81.8,4,MARUTI,SWIFT DZIRE LXI 1.2,1,0,0,0,0,1,1,1,0
2.35,40181,18.6,1199,79.4,12,CHEVROLET,BEAT LS,0,0,0,0,0,1,1,1,0
1.8,60000,15.42,1405,70,11,TATA,VENTURE EX 7 STR CAPTAIN SEATS,1,0,1,0,0,0,1,0,1
5.3,80000,23.9,1582,126.2,8,HYUNDAI,VERNA 1.6 CRDI SX,1,0,1,0,0,0,1,1,0
2.05,90000,17.21,1493,100,10,MAHINDRA,QUANTO C8,1,0,1,0,0,0,1,0,1
8.15,30000,23.65,1248,88.5,7,MARUTI,SX4 S CROSS DDIS 200 DELTA,0,0,1,0,0,0,1,1,0
1.69,49754,20,1399,68,11,FORD,FIGO DIESEL LXI,0,0,1,0,0,0,1,1,0
3.15,34540,19.02,1198,67.05,9,DATSUN,GO T,0,0,0,0,0,1,1,1,0
16,90000,15.97,2993,258,14,BMW,X5 XDRIVE 30D DESIGN PURE EXPERIENCE 7 SEATER,0,0,1,0,0,0,0,0,1
2.7,70000,26.6,998,58.16,10,MARUTI,WAGON R LXI CNG,1,0,0,0,0,0,1,1,0
5.75,60000,15.96,2523,63,9,MAHINDRA,BOLERO 2011-2019 DI - AC BS III,1,0,1,0,0,0,1,0,1
6.25,39000,21.21,1197,81.8,5,MARUTI,SWIFT AMT ZXI PLUS,0,0,0,0,0,1,0,1,0
2.99,48000,25.8,1498,98.6,10,HONDA,AMAZE S I-DTECH,0,0,1,0,0,0,1,1,0
4.5,9000,25.17,799,53.3,5,RENAULT,KWID RXT,0,0,0,0,0,1,1,1,0
10.5,30000,23.7,1493,98.6,4,HYUNDAI,VENUE SX OPT DIESEL,0,0,1,0,0,0,1,1,0
2.6,70000,19.81,1086,68.05,8,HYUNDAI,I10 ERA,1,0,0,0,0,1,1,1,0
6.1,70000,24.3,1248,88.5,6,MARUTI,VITARA BREZZA LDI OPTION,1,0,1,0,0,0,1,1,0
3.3,7000,24.04,999,67,5,RENAULT,KWID AMT,0,0,0,0,0,1,0,1,0
1.02,110000,17.3,1061,57.5,16,MARUTI,WAGON R LXI DUO BSIII,1,0,0,0,1,0,1,1,0
2.5,50000,21.1,814,55.2,10,HYUNDAI,EON D LITE PLUS,1,0,0,0,0,1,1,1,0
1.9,32500,23.03,1396,69,12,TATA,INDIGO ELS BS IV,1,0,1,0,0,0,1,1,0
20.9025,30000,17.9,2143,136,6,MERCEDES-BENZ,GLA CLASS 200 D SPORT,0,0,1,0,0,0,0,1,0
7.5,277000,12.99,2494,100.6,10,TOYOTA,INNOVA 2.5 G (DIESEL) 7 SEATER,1,0,1,0,0,0,1,0,1
5.45,14000,19.69,1198,67.04,5,NISSAN,MICRA ACTIVE XV,0,0,0,0,0,1,1,1,0
4.75,96330,25.32,1198,77,7,MAHINDRA,KUV 100 MFALCON D75 K4 PLUS,0,0,1,0,0,0,1,0,1
4.25,75823,19.1,1197,85.8,10,MARUTI,SWIFT DZIRE VXI,0,0,0,0,0,1,1,1,0
2.25,28000,20.92,998,67.1,11,MARUTI,ALTO K10 LXI,0,0,0,0,0,1,1,1,0
6,210000,12.99,2494,100.57,9,TOYOTA,INNOVA 2.5 EV DIESEL PS 7 SEATER BSIII,1,0,1,0,0,0,1,0,1
7.5,24024,17.8,1497,117.3,6,HONDA,CITY I VTEC VX,0,0,0,0,0,1,1,1,0
2.1,55000,22.07,1199,73.9,11,VOLKSWAGEN,POLO DIESEL HIGHLINE 1.2L,0,0,1,0,0,0,1,1,0
5.25,120000,13.6,2523,63,14,MAHINDRA,BOLERO SLX 2WD BSIII,1,0,1,0,0,0,1,0,1
2.65,18000,23.01,999,67,6,RENAULT,KWID 1.0 RXL,0,0,0,0,0,1,1,1,0
3,40000,20.51,998,67.04,7,MARUTI,WAGON R VXI,1,0,0,0,0,1,1,1,0
3,150000,13.58,2499,72.4,14,CHEVROLET,TAVERA NEO 3 10 SEATS BSIII,1,0,1,0,0,0,1,0,1
6.5,75000,26,1498,98.6,8,HONDA,CITY I DTEC S,0,0,1,0,0,0,1,1,0
3,80000,21.9,1396,88.76,11,HYUNDAI,I20 SPORTZ 1.4 CRDI,1,0,1,0,0,0,1,1,0
4,30000,18.15,1198,82,2,MAHINDRA,KUV 100 G80 K2 PLUS 6 STR,1,0,0,0,0,1,1,0,1
6.6,90000,20.77,1248,88.8,10,MARUTI,ERTIGA ZDI,1,0,1,0,0,0,1,0,1
1.3,46500,19.7,796,46.3,14,MARUTI,ALTO LXI BSIII,1,0,0,0,0,1,1,1,0
5,36908,28.4,1248,74.02,8,MARUTI,SWIFT DZIRE VDI,0,0,1,0,0,0,1,1,0
6.2,60000,26.59,1248,74,8,MARUTI,SWIFT DZIRE VDI,1,0,1,0,0,0,1,1,0
8.9,22000,25.5,1498,98.6,6,HONDA,WR-V I-DTEC VX,0,0,1,0,0,0,1,1,0
2.72,193000,20.54,1598,103.6,10,VOLKSWAGEN,VENTO DIESEL HIGHLINE,1,0,1,0,0,0,1,1,0
6.5,20000,22.54,1396,88.73,7,HYUNDAI,I20 ASTA 1.4 CRDI,1,0,1,0,0,0,1,1,0
2.3,68524,16.95,1498,97.7,12,NISSAN,SUNNY XL,0,0,0,0,0,1,1,1,0
3.4,20000,23.95,998,67.05,5,MARUTI,ALTO K10 VXI,1,0,0,0,0,1,1,1,0
2,70000,14.7,1150,76,11,CHEVROLET,AVEO U-VA 1.2 LT WO ABS AIRBAG,1,0,0,0,0,1,1,1,0
2.7,25500,23.01,999,67,7,RENAULT,KWID 1.0,1,0,0,0,0,1,1,1,0
9.8,15000,17.3,1497,121,4,MAHINDRA,MARAZZO M2 BSIV,1,0,1,0,0,0,1,0,1
7.5,90000,15.96,2523,63,6,MAHINDRA,BOLERO 2011-2019 PLUS NON AC BSIV PS,1,0,1,0,0,0,1,0,1
9.7,50000,15.4,1997,120,6,MAHINDRA,SCORPIO 1.99 S6 PLUS,1,0,1,0,0,0,1,0,1
10.85,70765,16,2179,140,8,MAHINDRA,XUV500 W10 2WD,0,0,1,0,0,0,1,0,1
2.5,50000,21.1,1197,85.8,14,MARUTI,RITZ VXI,1,0,0,0,0,1,1,1,0
3.25,56000,17.5,1298,85.8,14,MARUTI,SWIFT DZIRE VXI,0,0,0,0,0,1,1,1,0
2.8,40000,16.6,1197,85,12,MARUTI,SWIFT VXI WITH ABS,1,0,0,0,0,1,1,1,0
7.5,120000,20.77,1248,88.8,8,MARUTI,ERTIGA ZDI,1,0,1,0,0,0,1,0,1
1.5,80000,18.9,1061,67,13,MARUTI,WAGON R LXI MINOR,1,0,0,0,0,1,1,1,0
7.25,70000,15.1,2179,140,10,MAHINDRA,XUV500 W8 AWD,1,0,1,0,0,0,1,0,1
4.9,105000,17.5,1476.327401,5,12,SKODA,LAURA 1.8 TSI AMBITION,0,0,0,0,0,1,1,1,0
4.86,20000,18.6,1197,81.83,8,HYUNDAI,I20 MAGNA 1.2,1,0,0,0,0,1,1,1,0
1.1,35000,14.2,1597,92,19,FORD,IKON 1.6 NXT,1,0,0,0,0,1,1,1,0
3,36000,18.2,1199,82.4,8,CHEVROLET,SAIL 1.2 BASE,1,0,0,0,0,1,1,1,0
9.5,26000,17.01,1591,121.3,4,HYUNDAI,VERNA 1.6 SX VTVT,0,0,0,0,0,1,1,1,0
4.75,62728,18.9,1197,81.86,5,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ BSIV,1,0,0,0,0,1,1,1,0
0.75,40000,18.9,998,67.1,18,MARUTI,WAGON R LXI,1,0,0,0,0,1,1,1,0
3.8,80000,25.32,1198,77,7,MAHINDRA,KUV 100 MFALCON D75 K8,1,0,1,0,0,0,1,0,1
6.4,61000,15.04,1598,103.2,7,VOLKSWAGEN,VENTO 1.6 HIGHLINE,0,0,0,0,0,1,1,1,0
6.8,3400,20.14,1197,81.86,4,HYUNDAI,XCENT 1.2 VTVT SX,1,0,0,0,0,1,1,1,0
5,120000,26.59,1248,74,7,MARUTI,SWIFT DZIRE VDI,1,0,1,0,0,0,1,1,0
2.5,95278,17.8,1399,68,11,FORD,FIESTA 1.4 DURATORQ ZXI,0,0,1,0,0,0,1,1,0
6.5,20000,18.6,1197,81.83,5,HYUNDAI,I20 1.2 SPOTZ,1,0,0,0,0,1,1,1,0
4,47000,16.8,1497,116.3,10,HONDA,CITY V MT,0,0,0,0,0,1,1,1,0
1.79,39568,15.6,1196,70,12,FORD,FIGO PETROL EXI,0,0,0,0,0,1,1,1,0
3.15,48429,20.36,1197,78.9,8,HYUNDAI,I10 MAGNA,0,0,0,0,0,1,1,1,0
8,50000,14,2179,138.1,10,TATA,SAFARI STORME VX,1,0,1,0,0,0,1,0,1
4,100000,14.4,1396,65,16,TATA,INDIGO GLX,1,0,0,0,0,1,1,1,0
8,110000,19.67,1582,126.2,8,HYUNDAI,CRETA 1.6 CRDI SX OPTION,1,0,1,0,0,0,1,1,0
5.5,47000,18.1,1199,88.7,7,HONDA,AMAZE S CVT I-VTEC,0,0,0,0,0,1,0,1,0
6.5,50000,16.5,1493,70,7,MAHINDRA,BOLERO POWER PLUS ZLX,1,0,1,0,0,0,1,0,1
1.83,50000,17,1405,71,13,TATA,INDICA VISTA TERRA 1.4 TDI,1,0,1,0,0,0,1,1,0
5,32099,17.8,1248,75,5,MARUTI,SWIFT LDI BSIV,0,0,1,0,0,0,1,1,0
1.9,91737,25.44,936,57.6,10,CHEVROLET,BEAT DIESEL LT,0,0,1,0,0,0,1,1,0
4.95,45000,22.32,1582,126.32,10,HYUNDAI,VERNA 1.6 SX,1,0,1,0,0,0,1,1,0
4.9,58000,20.45,1461,83.8,8,RENAULT,DUSTER 85PS DIESEL RXE,0,0,1,0,0,0,1,1,0
5.5,50000,11.57,2179,138.1,10,TATA,SAFARI 2005-2017 DICOR 2.2 EX 4X2,1,0,1,0,0,0,1,0,1
6.5,35000,22.54,1396,88.73,5,HYUNDAI,I20 1.4 SPORTZ,1,0,1,0,0,0,1,1,0
7.76,58000,21.04,1461,83.8,6,RENAULT,LODGY 85PS RXL,1,0,1,0,0,0,1,0,1
6.35,30000,18.6,1197,81.83,6,HYUNDAI,I20 1.2 ASTA OPTION,1,0,0,0,0,1,1,1,0
3,20000,25.17,799,53.3,7,RENAULT,KWID RXT,1,0,0,0,0,1,1,1,0
3.8,70000,26.6,998,58.16,5,MARUTI,WAGON R LXI CNG,1,0,0,0,0,0,1,1,0
6.75,4104,21.4,1197,83.1,4,MARUTI,BALENO ZETA 1.2,0,0,0,0,0,1,1,1,0
9,60000,21.38,1396,88.7,6,HYUNDAI,CRETA 1.4 CRDI BASE,1,0,1,0,0,0,1,1,0
7.5,119970,12.99,2494,100,10,TOYOTA,INNOVA 2.5 VX (DIESEL) 8 SEATER BS IV,1,0,1,0,0,0,1,0,1
12.99,73000,14.74,2993,270.9,11,JAGUAR,XF DIESEL,0,0,1,0,0,0,0,1,0
1.1,68800,16.8,796,34.2,20,MARUTI,OMNI E 8 STR STD,0,0,0,0,0,1,1,0,1
3.91,15000,18.2,1199,82.5,6,CHEVROLET,SAIL HATCHBACK 1.2,1,0,0,0,0,1,1,1,0
12.7,48030,25.6,1498,97.9,6,HONDA,CITY I-DTEC ZX,0,0,1,0,0,0,1,1,0
4.5,120000,15.4,2179,120,9,MAHINDRA,SCORPIO VLX SE BSIV,1,0,1,0,0,0,1,0,1
7.9,92000,16,2400,215,13,VOLVO,S 80 D5,0,0,1,0,0,0,0,1,0
2.45,65000,25,1197,82,12,HYUNDAI,GRAND I10 ERA CNG,0,0,0,0,0,0,1,1,0
1.7,111500,21.1,1197,85.8,13,MARUTI,RITZ VXI,1,0,0,0,0,1,1,1,0
9.25,45000,21.38,1396,88.7,7,HYUNDAI,CRETA 1.4 CRDI S PLUS,0,0,1,0,0,0,1,1,0
14.5,58000,13.68,2393,147.8,5,TOYOTA,INNOVA CRYSTA 2016-2020 2.4 GX MT 8S BSIV,0,0,1,0,0,0,1,0,1
9.5,28000,18.1,1496,105.94,5,TOYOTA,YARIS G CVT,0,0,0,0,0,1,0,1,0
2.75,25000,24.7,796,47.3,5,MARUTI,ALTO 800 LXI,1,0,0,0,0,1,1,1,0
8.2,11000,15.5,1198,86.7,5,HONDA,AMAZE VX AT I-VTECH,0,0,0,0,0,1,0,1,0
5.25,7979,16.8,1497,116.4,10,HONDA,CITY S,0,0,0,0,0,1,1,1,0
4,14500,23.1,998,67.04,5,MARUTI,CELERIO ZXI MT BSIV,1,0,0,0,0,1,1,1,0
2.5,100000,23.57,1396,70,12,TATA,INDIGO CR4,1,0,1,0,0,0,1,1,0
3,25000,25.17,799,53.3,6,RENAULT,KWID RXT,1,0,0,0,0,1,1,1,0
4.25,73000,28.4,1248,74,9,MARUTI,SWIFT DDIS VDI,0,0,1,0,0,0,1,1,0
5.49,39000,28.09,1248,88.5,7,MARUTI,CIAZ ZDI PLUS SHVS,0,0,1,0,0,0,1,1,0
7,99099,12.8,2494,102,11,TOYOTA,INNOVA 2.5 GX 8 STR BSIV,0,0,1,0,0,0,1,0,1
4.6,25000,20.85,1197,83.14,8,MARUTI,SWIFT DZIRE VXI,1,0,0,0,0,1,1,1,0
7.3,100000,28.4,1248,74.02,5,MARUTI,SWIFT DZIRE AMT ZDI PLUS,1,0,1,0,0,0,0,1,0
2.5,52000,21.1,814,55.2,9,HYUNDAI,EON MAGNA PLUS,0,0,0,0,0,1,1,1,0
4.5,44000,25.8,1498,98.6,8,HONDA,AMAZE S I-DTECH,1,0,1,0,0,0,1,1,0
3.99,51000,19.33,1968,138.1,12,VOLKSWAGEN,JETTA 2.0L TDI COMFORTLINE,0,0,1,0,0,0,1,1,0
1.5,40000,20,1399,68,12,FORD,FIGO DIESEL TITANIUM,1,0,1,0,0,0,1,1,0
3.49,31993,20.14,1498,88.8,9,VOLKSWAGEN,POLO 1.5 TDI HIGHLINE,0,0,1,0,0,0,1,1,0
4.8,20000,18.6,1197,81.83,8,HYUNDAI,I20 MAGNA 1.2,1,0,0,0,0,1,1,1,0
3.59,36780,19.1,1197,81.86,9,HYUNDAI,XCENT 1.2 KAPPA S OPTION,0,0,0,0,0,1,1,1,0
2.8,50000,24.7,796,47.3,6,MARUTI,ALTO 800 LXI,1,0,0,0,0,1,1,1,0
2,500000,13.6,2523,63,15,MAHINDRA,BOLERO SLE BSIII,1,0,1,0,0,0,1,0,1
3.5,67232,23.1,998,67.04,9,MARUTI,CELERIO ZXI,0,0,0,0,0,1,1,1,0
6.95,88001,12.8,2494,102,12,TOYOTA,INNOVA 2.5 V DIESEL 8-SEATER,0,0,1,0,0,0,1,0,1
3.19,15000,18.2,1199,82.5,7,CHEVROLET,SAIL HATCHBACK 1.2,1,0,0,0,0,1,1,1,0
5.99,57000,22.32,1582,126.32,8,HYUNDAI,VERNA 1.6 SX CRDI (O),0,0,1,0,0,0,1,1,0
1.75,51012,26.2,998,58.2,16,MARUTI,WAGON R DUO LXI,0,0,0,0,1,0,1,1,0
3.2,149000,14.8,2499,80,18,CHEVROLET,TAVERA B3 LT L1 10 SEATS BSIII,1,0,1,0,0,0,1,0,1
6,140000,18.49,1493,100,6,MAHINDRA,TUV 300 MHAWK100 T8,1,0,1,0,0,0,1,0,1
3.9,15000,18.2,1199,82.5,6,CHEVROLET,SAIL HATCHBACK 1.2,1,0,0,0,0,1,1,1,0
6.5,72500,21.19,1396,88.73,5,HYUNDAI,I20 ACTIVE 1.4 SX,1,0,1,0,0,0,1,1,0
1.45,50000,17.3,1061,57.5,14,MARUTI,WAGON R LXI DUO BSIII,1,0,0,0,1,0,1,1,0
2.5,87000,11.57,2179,138.1,12,TATA,SAFARI 2005-2017 DICOR 2.2 LX 4X2,1,0,1,0,0,0,1,0,1
2.5,30000,24.7,796,47.3,6,MARUTI,ALTO 800 LXI,1,0,0,0,0,1,1,1,0
7.85,80000,21.5,1497,108.5,5,TATA,NEXON 1.5 REVOTORQ XZ PLUS DUAL TONE,1,0,1,0,0,0,1,1,0
1.35,120000,18.1,1493,110,17,HYUNDAI,VERNA CRDI SX ABS,1,0,1,0,0,0,1,1,0
4.6,20000,20.85,1197,83.14,7,MARUTI,SWIFT DZIRE ZXI,1,0,0,0,0,1,1,1,0
9.82,20000,15.4,2523,75,4,MAHINDRA,SCORPIO BSIV,1,0,1,0,0,0,1,0,1
5.25,79000,25.2,1248,74,7,MARUTI,SWIFT VDI BSIV,0,0,1,0,0,0,1,1,0
6.5,50000,20.45,1461,83.8,8,NISSAN,TERRANO GROOVE EDITION,1,0,1,0,0,0,1,1,0
2.7,35000,18.6,1197,85.8,12,MARUTI,SWIFT VXI,1,0,0,0,0,1,1,1,0
8.14,16088,25.5,1498,98.6,5,HONDA,WR-V I-DTEC VX,1,0,1,0,0,0,1,1,0
2.9,46652,20.51,998,67.04,9,MARUTI,WAGON R VXI,0,1,0,0,0,1,1,1,0
4.3,20000,20.51,998,67,8,MARUTI,WAGON R AMT VXI,0,0,0,0,0,1,0,1,0
4,100000,23.4,1248,74,9,MARUTI,SWIFT DZIRE VDI,1,0,1,0,0,0,1,1,0
5.5,71500,15.4,2523,75,8,MAHINDRA,SCORPIO S2 9 SEATER,1,0,1,0,0,0,1,0,1
8.1,24000,21.01,1197,81.8,4,MARUTI,BALENO ZETA,0,0,0,0,0,1,1,1,0
3.6,80000,23.84,1199,84,5,TATA,TIAGO 1.2 REVOTRON XZ,1,0,0,0,0,1,1,1,0
6.75,9248,21.4,1197,83.1,5,MARUTI,BALENO ALPHA AUTOMATIC,0,0,0,0,0,1,0,1,0
6.75,83000,16.5,1493,70,5,MAHINDRA,BOLERO POWER PLUS SLX,1,0,1,0,0,0,1,0,1
2.8,48000,15.5,1586,103.3,11,MARUTI,SX4 VXI BSIV,1,0,0,0,0,1,1,1,0
2.25,120000,18.9,1197,82,9,HYUNDAI,GRAND I10 ERA,1,0,0,0,0,1,1,1,0
3.21,10000,24.7,796,47.3,6,MARUTI,ALTO 800 LXI,1,0,0,0,0,1,1,1,0
4.25,67000,19.01,1461,108.45,10,RENAULT,DUSTER 110PS DIESEL RXZ,0,0,1,0,0,0,1,1,0
14,40000,16,2179,140,5,MAHINDRA,XUV500 AT W6 2WD,1,0,1,0,0,0,0,0,1
5.8,70100,22.54,1396,88.73,7,HYUNDAI,I20 1.4 MAGNA EXECUTIVE,0,0,1,0,0,0,1,1,0
4,65000,19.64,1461,108.45,9,RENAULT,DUSTER 110PS DIESEL RXL EXPLORE,0,0,1,0,0,0,1,1,0
5.75,28000,17,1198,73.75,6,VOLKSWAGEN,AMEO 1.2 MPI COMFORTLINE,0,0,0,0,0,1,1,1,0
5,60000,13.93,2179,138.1,16,TATA,SAFARI 2005-2017 DICOR VX 4X2,1,0,1,0,0,0,1,0,1
3.9,45000,16.78,1496,88.73,9,TOYOTA,ETIOS V,0,0,0,0,0,1,1,1,0
5.5,42000,19.01,1461,108.45,8,RENAULT,DUSTER 110PS DIESEL RXL,0,0,1,0,0,0,1,1,0
2.45,50898,25.44,936,56.3,11,CHEVROLET,BEAT DIESEL PS,0,0,1,0,0,0,1,1,0
5.75,47000,20.85,1197,83.14,8,MARUTI,SWIFT DZIRE ZXI,0,0,0,0,0,1,1,1,0
1.5,110000,17.92,1086,62.1,16,HYUNDAI,SANTRO XING GLS,1,0,0,0,0,1,1,1,0
7.25,78000,24.3,1248,88.5,6,MARUTI,VITARA BREZZA VDI OPTION,1,0,1,0,0,0,1,1,0
3,15000,23.01,999,67,7,RENAULT,KWID 1.0,1,0,0,0,0,1,1,1,0
3.1,50000,24.7,796,47.3,5,MARUTI,ALTO 800 VXI,1,0,0,0,0,1,1,1,0
9.5,25358,21.7,1498,98.96,5,FORD,ECOSPORT 2015-2021 1.5 DIESEL TITANIUM PLUS,0,0,1,0,0,0,1,1,0
8.5,100000,15.4,2179,120,8,MAHINDRA,SCORPIO S10 7 SEATER,1,0,1,0,0,0,1,0,1
5,35000,18.9,1197,81.86,5,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ OPTION,1,0,0,0,0,1,1,1,0
2,200000,16.8,796,34.2,6,MARUTI,OMNI E MPI STD BS IV,1,0,0,0,0,1,1,0,1
3.95,78000,24,1186,73.97,7,HYUNDAI,GRAND I10 1.2 CRDI MAGNA,0,0,1,0,0,0,1,1,0
2.95,15000,20.63,1198,67,6,DATSUN,GO A EPS,1,0,0,0,0,1,1,1,0
4.8,71000,20.34,1498,103.2,9,VOLKSWAGEN,VENTO 1.5 TDI COMFORTLINE,0,0,1,0,0,0,1,1,0
12,140000,11.5,2982,171,13,TOYOTA,FORTUNER 3.0 DIESEL,1,0,1,0,0,0,1,0,1
4.75,34000,19.87,1461,83.8,9,RENAULT,DUSTER 85PS DIESEL RXL,0,0,1,0,0,0,1,1,0
5.15,80000,25.4,1186,73.97,5,HYUNDAI,XCENT 1.2 CRDI SX,1,0,1,0,0,0,1,1,0
13.3,35000,19.67,1582,126.2,5,HYUNDAI,CRETA 1.6 CRDI SX OPTION,1,0,1,0,0,0,1,1,0
7,5000,21.01,1197,81.8,5,MARUTI,BALENO ZETA,1,0,0,0,0,1,1,1,0
5.7,65000,22.27,1498,108.6,6,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE,0,0,1,0,0,0,1,1,0
6.5,96000,20.4,1461,108.45,8,RENAULT,FLUENCE E2 D,1,0,1,0,0,0,1,1,0
2.49,35000,21.1,814,55.2,8,HYUNDAI,EON ERA PLUS,0,0,0,0,0,1,1,1,0
5.15,21814,23.84,1199,83.83,5,TATA,TIAGO 2019-2020 XZ,0,0,0,0,0,1,1,1,0
8.7,40000,23,1498,98.96,5,FORD,ECOSPORT 2015-2021 SIGNATURE EDITION DIESEL BSIV,1,0,1,0,0,0,1,1,0
5.5,45000,22.54,1396,88.76,8,HYUNDAI,I20 DIESEL SPORTZ,0,0,1,0,0,0,1,1,0
4.5,56815,19.1,1197,85.8,9,MARUTI,SWIFT DZIRE ZXI,0,0,0,0,0,1,1,1,0
6.65,45000,17.4,1497,117.3,8,HONDA,CITY I VTEC VX OPTION,0,0,0,0,0,1,1,1,0
3,95000,13.6,2523,63,15,MAHINDRA,BOLERO SLX,1,0,1,0,0,0,1,0,1
8.5,25000,23.7,1396,88.76,4,HYUNDAI,VENUE S DIESEL BSIV,1,0,1,0,0,0,1,1,0
2,50000,18.8,1248,90,14,TATA,MANZA AURA QUADRAJET,1,0,1,0,0,0,1,1,0
3.8,66000,22.95,1248,74,5,TATA,ZEST QUADRAJET 1.3 75PS XE,1,0,1,0,0,0,1,1,0
1.3,45000,18.2,998,67.1,15,MARUTI,ZEN ESTILO LXI BSIII,1,0,0,0,0,1,1,1,0
6,15000,26.59,1248,74,8,MARUTI,SWIFT DZIRE VDI OPTIONAL,1,0,1,0,0,0,1,1,0
4,30000,15.4,1997,120,9,MAHINDRA,SCORPIO 1.99 S4 9S,0,0,1,0,0,0,1,0,1
3,65000,18.15,1198,82,5,MAHINDRA,KUV100 NXT G80 K2,1,0,0,0,0,1,1,0,1
2.65,32000,20.36,1197,78.9,10,HYUNDAI,I10 MAGNA,1,0,0,0,0,1,1,1,0
19.99,41000,19.59,1995,184,8,BMW,3 SERIES GT 320D LUXURY LINE,0,0,1,0,0,0,0,1,0
9.5,50000,16.55,2498,105,5,MAHINDRA,THAR CRDE,1,0,1,0,0,0,1,0,1
3,70000,24.4,1120,71.01,9,HYUNDAI,XCENT 1.1 CRDI S OPTION,1,0,1,0,0,0,1,1,0
3.5,10000,25.17,799,53.3,4,RENAULT,KWID RXL,1,0,0,0,0,1,1,1,0
6,163168,15.1,2179,140,10,MAHINDRA,XUV500 W8 2WD,1,0,1,0,0,0,1,0,1
3.8,60000,22.9,1248,74,10,MARUTI,SWIFT VDI,1,0,1,0,0,0,1,1,0
2.25,65000,15,1368,90,13,TATA,MANZA AURA PLUS SAFIRE,0,0,0,0,0,1,1,1,0
