Name,Brand,Selling Price,MRP,Discount,Ratings,No_of_ratings,Details
"Noise Core 2 1.28"" Display  Noisefit sync app 100+ watch faces & 50+ Sports Modes Smartwatch",Noise,1499,3999,62% off,3.9,5303 Ratings†&†418 Reviews,"[""1.28'' round display (240*240px)"" 'Noise Health SuiteTM (SpO2 24*7 heart rate tracking activity tracker sleep tracker & breathe mode)' '50+ sports modes| 100+ cloud-based watch faces| 7-day battery life| IP68 water resistance' 'App: NoiseFit Sync app' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty']"
Fastrack Reflex Hello 1.69 HD Display BT Calling AI Voice 50+ Sport Smartwatch,Fastrack,3995,5995,33% off,4.2,660 Ratings†&†77 Reviews,['Hands-free calls right from your wrist' 'Large 1.69 HD display with vivid picture quality' 'Track your sports activities with 50+ Multisports modes across 9 categories. Game On!' 'Track your health like never before with the Blood Pressure Monitor SpO2 Tracker 24x7 Heart Rate Monitor Sleep Monitor & Womens Health Tracker' '100+ Watchfaces- Choose from over 100+ cloud Watchfaces to match your style and mood. Custom Watchfaces- Say Hello to a new avatar every day with custom watchfaces on the Fastrack Reflex Hello.' 'Up to 5 Days Battery*- A long-lasting battery on a single charge IP68 Water and Dust Resistance' 'Exciting features like Phone Finder Camera Control Music Control and Built-in Flashlight' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Limited warranty']
Honor Magic Watch 2 (46mm) Smartwatch,Honor,9999,14999,33% off,4.4,14430 Ratings†&†2010 Reviews,['46mm (1.39-inch) AMOLED Color Full Touch Screen' 'SpO2 Monitor It Detects the Oxygen Saturation Levels' 'Bluetooth Calls: Call Answer Decline calls & Call Waiting Contacts list Call Records' 'Watch Faces Store: Multiple & Customizable Watch Faces 100+ Workout Modes' 'Music Playback Control music and 4GB built-in storage' 'Battery Life 455 mAh Battery lasts for up to 2 Weeks' 'Other Health Monitors: 24/7Heart Rate Monitor TruSleep Monitor Stress Test' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 14 days']
RAJAK SALES i8 Pro Max Smart Watch Series 8 For Men & Women (BLACK Free Size) Smartwatch Smartwatch,RAJAK,821,2999,72% off,4.1,150 Ratings†&†39 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 5 days']
Wings Strive 100 with Real SPO2 1.4 inch Large Display Smartwatch,Wings,999,3999,75% off,3.9,1282 Ratings†&†134 Reviews,['1.4 inch Full Touch IPS' 'Bluetooth Version 5.1|200 plus Smartwatch Faces' 'Personal Health Assistance and monitoring' '10 days Battery life|IP68 Water resistent|Smart Controls' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 year manufacturing warranty against manufacturing defects only']
Fire-Boltt Ninja Pro Max Smartwatch,Fire-Boltt,1499,5999,75% off,4,69777 Ratings†&†12177 Reviews,"['1.6"" Large Color LCD Full Touch Screen with 2.5D Curved Glass and 240*288 pixel Resolution' 'Ultra Thin 9.5mm and IP68 Water Resistance' '27 Sports Mode | Large 8 Days Battery Power' 'Smart Health Tracking with' 'SpO2 Heart Rate Sleep Monitoring' '100 + Cloud Faces to match each style | All in One Social Update Notifications' 'Touchscreen' 'Fitness & Outdoor Health & Medical' 'Battery Runtime: Upto 8 days' '1 Year Warranty from the Date of Purchase']"
boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,boAt,1999,7990,74% off,4,602 Ratings†&†100 Reviews,['1.81 inch HD Display' 'Bluetooth Calling' '2.5D Curve Arc Display' 'In Built Games- 2048 &b Whack-a-Mole' '100+ Sports Modes' 'Upto 7 Days Battery Life' 'IP68: Dust Sweat & Splash Resistant' 'HR SpO2 & Stress Monitoring' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Warranty from the Date of Purchase']
"Pebble Cosmos luxe 1.36"" AMOLED Always-on Display Bluetooth calling Smartwatch",Pebble,3799,9499,60% off,4.1,6960 Ratings†&†1399 Reviews,"[""1.36'' Ultra Sharp AMOLED Screen with Color Always On Display (AOD) - Analog & Digital| Multifunction rotating Crown"" 'Blood-oxygen monitoring (Real SPO2-VC32 Real sensor) 24*7 Heart rate monitoring Scientific Sleep Monitoring & Stress Monitor' 'Inbuilt 10+ Watch faces & 100+ Cloud-based watch faces|5ATM water resistant| Voice assistant Multiple Sports Mode| IML Coating on back (Skin Friend glass back panel)' 'Bluetooth Calling: Answer and make calls with Bluetooth directly from your watch| Call Message and Social Media Notification' 'Battery Upto 7 days (300 Mah battery)| Power Saver with Battery saver mode' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' 'Pebble smartwatches comes with 12 months of Replacement Guarantee. To claim the Warranty kindly register the product on pebblecart.com within 10 days of your purchase. Reach out to us at support@pebblecart.com/+91 8800271651 for all technical support. Product registration is mandatory within 10 days of purchase.']"
huami Amazfit GTS 2 Smartwatch,huami,8999,17999,50% off,4,2098 Ratings†&†219 Reviews,['1.65-inch HD AMOLED Screen covered in 3D Glass' 'Bluetooth Phone Calls 3GB Music Storage' 'SpO2 Stress Heart Rate & Sleep Monitoring Wear Detection' '90+ Sports Modes with 5 ATM Water-resistance' '50+ Watch Faces Always-on Display Smart Notifications etc' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Manufacturer Warranty']
CHIWAY D20 Bluetooth Smartwatch Touch Screen Bluetooth Smart Watches Smartwatch,CHIWAY,465,1999,76% off,3.1,2715 Ratings†&†241 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 24 hrs']
GIONEE Stylfit GSW10 with 4.29cm (1.69) display SpO2 sensor and 5ATM Smartwatch,GIONEE,1399,4999,72% off,4.1,6551 Ratings†&†609 Reviews,['Big screen 4.29cm (1.69) Full Touch Display' '100+ Stylish Dials & Editable Watch Face' 'Dedicated SpO2 Sensor & 5ATM Waterproof' 'Magnetic Charging & Fitness & Outdoor' '24/7 Heart Rate Sleep Monitor Daily Activity Tracker and Multi- Sports Mode' 'Notification with Vibration Alerts for Call Text Social Media Alarm & Sedentary Reminder' 'GBuddy App to Track Fitness' 'Battery Use Time: 8 Days' '1 year Manufacture Warranty' 'Touchscreen' 'Fitness & Outdoor' '1 Year Warranty on Smart Watch and 6 Months Warranty on Strap']
boAt Wave Neo with 1.69 inch  2.5D Curved Display & Multiple Sports Modes Smartwatch,boAt,1799,5990,69% off,4,79963 Ratings†&†5527 Reviews,['42mm(1.69 inch) HD Display|2.5D Curved Display|550 Nits Brightness|Lightweight: 35 gms' 'Multiple Sports Modes: Walking Running Cycling Climbing Yoga Basketball Football Badminton Skipping & Swimming' '24H Heart Rate SpO2 & Stress Monitoring|Sleep Tracker|Music & Camera Control' 'IP68 Dust Sweat and Splash Resistant|Multiple Watch Face|Call Text & Social Media Notifications' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Warranty from the Date of Purchase']
Noise Fit Active SpO2 Smartwatch,Noise,1999,5999,66% off,4.2,36802 Ratings†&†6480 Reviews,['1.28 inches Full Touch Screen Round Display with Multiple Cloud Based Watch Faces' 'Spo2 (Real-time Blood Oxygen Level Monitor) 24x7 Heart Rate Monitor Sleep monitor Guided Breathing Sessions & more\n14 sports mode with auto sports recognition' 'Weather forecast Call rejection Alarm Find my phone Timer Stopwatch Walk reminder Wake gesture Calender reminder Vibration alert Remote music control' '5 ATM Water Resistance' 'Dedicated NoiseFit App to meet your personal health goals track of your progress and more' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty']
APPLE Watch Series7 (GPS 41mm) - (PRODUCT)RED Aluminium Case-(PRODUCT)RED Sport Band,APPLE,38999,41900,6% off,4.6,2643 Ratings†&†155 Reviews,['Always-on Retina display has nearly 20% more screen area than Series 6 making everything easier to see and use' 'The most crack-resistant front crystal yet on an Apple Watch IP6X dust resistance and swimproof design' 'Measure your blood oxygen with a powerful sensor and app' 'Take an ECG anytime and anywhere' 'Get high and low heart rate and irregular heart rhythm notifications' 'Stay in the moment with the new Mindfulness app reach your sleep goals with the Sleep app' 'Track new tai chi and pilates workouts in addition to favourites like running yoga swimming and dance' 'With Call Function' 'Touchscreen' 'Notifier Fitness & Outdoor' 'Battery Runtime: Upto 18 hrs' '1 Year Manufacturer Warranty']
Fire-Boltt Mercury Smartwatch,Fire-Boltt,1699,7999,78% off,4,45313 Ratings†&†9025 Reviews,['Body Temperature Monitoring - Control and check your body temperature changes real time with this watch' 'Fashion Meets Fitness - With a 1.7 inch HD screen and Full Metal Body enjoy all eyes on you. ULtra Thin 9.2 mm Body' 'SpO2 Monitoring & Continuous Heart Rate Tracking - Monitor your Oxygen Levels and Keep a watch on your heart rate' 'Powerful Battery Backup - With 8 days of intensive use and 30 days on stand by.' '7 Sports Modes & Smart Controls like Remote Camera & Music Weather Alarm' 'Stop clock' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 8 days' 'Covers Manufacturing Defects']
Emmqura ID-116 Series X ULTRA PRO PLUS SMART WATCH Smartwatch,Emmqura,489,2499,80% off,3.2,541 Ratings†&†58 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 2 days' '7 days Replacment']
Fastrack Reflex Play+ 1.3 AMOLED Display|BT Calling|25+ Sports Modes|Smartwatch Smartwatch,Fastrack,6995,9995,30% off,4.2,358 Ratings†&†34 Reviews,['Enjoy hands-free calling right from your wrist' 'Stunning AMOLED display with awe-striking picture quality' 'Choose from over 100+ cloud watchfaces to match your style and mood. Create a unique Watchface to match your Vibe with custom watchfaces with the Fastrack Reflex Vybe' 'Game on with 25+ multisport modes including Cricket Football Basketball Yoga & more' 'IP68 ÔøΩ Protection against Water and Dust' 'More Exciting features like a Phone Finder Camera Control Music Control and Built-in Flashlight Beat the boredom with the built-in games with the Fastrack Reflex Play+' 'Up to 7 Days Battery*- Charge and forget for a week with the long-lasting 7 days battery backup' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Limited warranty']
APPLE Watch SE (GPS 40mm) - Gold Aluminium Case with Starlight Sport Band - Regular,APPLE,26999,29900,9% off,4.6,4869 Ratings†&†342 Reviews,['1-Take calls and reply to texts' 'right from your wrist' '2-Track your daily activity on Apple Watch and see your trends in the Fitness app on iPhone' '3-Track new tai chi and pilates workouts' 'in addition to favourites like running' 'yoga' 'swimming and dance' '4-Hike smarter with built-in compass and real-time elevation readings' '5-Stay on top of your health with high and low heart rate' 'and irregular heart rhythm notifications' '6-Apple Watch can detect if you have taken a hard fall' 'then automatically call emergency services for you' '7-Emergency SOS lets you call for help when you need it' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 18 hrs' '1 Year Manufacturer Warranty']
nkk ID116 Smartwatch,nkk,499,1799,72% off,3.6,41 Ratings†&†7 Reviews,['Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone']
APPLE Watch Series7 (GPS +Cellular 41mm) Midnight Aluminium Case-Midnight Sport Band,APPLE,44999,50900,11% off,4.4,383 Ratings†&†20 Reviews,"[""Stay connected to family and friends with calls texts and email even when you don't have your phone"" 'Stream music and podcasts on the go and leave your phone at home' 'Always-on Retina display has nearly 20% more screen area than Series 6 making everything easier to see and use' 'The most crack-resistant front crystal yet on an Apple Watch IP6X dust resistance and swimproof design' 'Measure your blood oxygen with a powerful sensor and app' 'Take an ECG anytime and anywhere' 'Get high and low heart rate and irregular heart rhythm notifications' 'With Call Function' 'Touchscreen' 'Watchphone Notifier Fitness & Outdoor' 'Battery Runtime: Upto 18 hrs' '1 Year Manufacturer Warranty']"
Fastrack Reflex Curv with 2.5D Curve DisplayAI Enabled CoachHealth Suite &5ATM Smartwatch,Fastrack,2995,6495,53% off,4,1238 Ratings†&†134 Reviews,['2.5 D Curved Display' '1.69 Big Display' 'Body Temperature Monitor' '100+ Watch Faces' 'Multisport Mode' 'Hydration Reminder' 'Sleep Tracker' '24 * 7 HRM' 'SP02 Tracker' 'Music control' 'Camera Control' 'Reflex World App Support' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Warranty']
Noise ColorFit Pro 3 Smartwatch,Noise,2199,5999,63% off,4.1,68626 Ratings†&†8936 Reviews,['TruView Display 1.55 inch HD Color touch screen with 320*360 Resolution & 500 NITS Brightness' 'Spo2 Stress  Sleep & Heart Rate Monitoring with 14 sports mode( with breathing exercise)' 'Customisable & Cloud-based Watch Faces' '5-7 Days battery life' 'Compatible with NoiseFit App' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty']
Jocoto B1580_D20 PRO MULTI SPORTS BLUETOOTH SAMRT WATCH WHITE(PACK OF 1) Smartwatch,Jocoto,534,1599,66% off,3.3,3 Ratings†&†0 Reviews,['Touchscreen' 'Fitness & Outdoor']
Jeteck Smart Watch for Boys Y68 Bluetooth CallingTouchscreen Watch 03 Smartwatch,Jeteck,472,799,40% off,3.3,577 Ratings†&†33 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
"Fastrack Reflex Vox with 1.69"" Super Bright HD Display10 days Battery & 5 ATM Smartwatch",Fastrack,2995,6995,57% off,4.2,58 Ratings†&†3 Reviews,['1.69 inches (4.3 cm) Super Bright Metal Frame HD Display with premium touch and controls.' 'Alexa built-in voice assistant to set reminders and alarms and add items to your shopping list at your command.' '100+ Watch Faces - Exciting 100+ Unique Watch faces to give your watch a new look every day.' '10 Days Battery - Super long 10 days battery life to enjoy all the watch features without any worry.' 'AI Enabled Coach and 10+ Sports Modes with 5 ATM Water resistance levels for all the sporty adventures.' 'With a 24 X7 Heart rate monitor SPO2 (Blood Oxygen Level ) Tracker and Menstrual tracker to keep a check on your period cycle.' 'Let the watch keep a check on your stress levels and sleep health with active stress and sleep monitoring.' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days']
"boAt Storm Pro with 1.78"" AMOLED Display 700+ Active Modes Smartwatch",boAt,2999,8999,66% off,4,5360 Ratings†&†666 Reviews,['1.78 inch AMOLED Display| 2.5D Curved Display|60Hz Refresh Rate' '700+ Active Modes| Multiple Watch faces' 'ASAP Charge: 30 Mins= Full Charge' '24*7 HR Oxygen and Sleep Monitoring| IP68 Dust Sweat and Splash Resistant' 'Supports Google Fit & Apple Health | Live Cricket Score' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Warranty from the Date of Purchase']
ShopSmart A1 Smart Watch - Support SIM/Memory Card/Camera/Bluetooth/Voice Calling Smartwatch,ShopSmart,999,2000,50% off,2.7,58 Ratings†&†1 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
Noise ColorFit Pro 2 Smartwatch,Noise,1499,4999,70% off,4.1,146911 Ratings†&†16821 Reviews,['Get Upto 10 Day Battery Life with Magnetic Charger' 'Menstrual Cycle Tracking' 'Heart Rate Monitor' 'IP68 Waterproof' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 Year Manufacturer Warranty']
Syska PLUTO Smartwatch,Syska,1799,3999,55% off,4.2,895 Ratings†&†131 Reviews,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 Year Manufacturer Warranty']
Firpro T55 Smart Watch with Calling Function and BP Monitor Smartwatch,Firpro,798,3499,77% off,3.4,1309 Ratings†&†108 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Watchphone' 'Battery Runtime: Upto 5 days']
Amazfit GTS 3 175 HD AMOLED with advanced GPS and 150+ sports modes Smartwatch,Amazfit,9999,18999,47% off,4.1,271 Ratings†&†22 Reviews,['Amoled Display SpO2 Zepp OS Heart Rate Sleep Monitor Sports Watch with Over 150 Sports Modes 5 ATM Waterproof 12 Day Battery Life GPS' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 12 days' '1 Year']
Amazfit GTR 3 1.3 HD AMOLED with Always on Display and powerful Zepp OS Smartwatch,Amazfit,9999,18999,47% off,4.1,847 Ratings†&†72 Reviews,['1.39-inch truly clear & Easy-to-read HD AMOLED display' 'Always-on Display\nTest Four Health Metrics in One Tap (Heart Rate Blood-Oxygen Saturation Stress level and Breathing Rate)\nPowerful Zepp OS' 'Spo2' '5 ATM Water-resistance\n21 Days Long-lasting Battery Life' 'more than 100 stylish watch faces' 'Smart Notification\nPowerful Navigation Systems' '150+ Sports Modes' 'Alexa Built-in' 'Female Cycles Reminder' 'Touchscreen' 'Fitness & Outdoor' '1 Year']
"Noise ColorFit Caliber 2 Buzz Advanced BT Calling 1.85"" display10 days battery Smartwatch",Noise,2999,5999,50% off,4.1,1313 Ratings†&†183 Reviews,"['1.85"" TFT Display with 500 nits' 'Stylish flat edge design' 'Noise Health Suite (Heart rate Spo2 sleep monitor stress measurement breathing practice)' 'Calling Smartwatch with Tru Sync' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days']"
huami Amazfit GTS 2 Smartwatch,huami,8999,17999,50% off,4,2098 Ratings†&†219 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Manufacturer Warranty']
Fire-Boltt Mercury Smartwatch,Fire-Boltt,1699,7999,78% off,4,45313 Ratings†&†9025 Reviews,['Body Temperature Monitoring - Control and check your body temperature changes real time with this watch' 'Fashion Meets Fitness - With a 1.7 inch HD screen and Full Metal Body enjoy all eyes on you. ULtra Thin 9.2 mm Body' 'SpO2 Monitoring & Continuous Heart Rate Tracking - Monitor your Oxygen Levels and Keep a watch on your heart rate' 'Powerful Battery Backup - With 8 days of intensive use and 30 days on stand by.' '7 Sports Modes & Smart Controls like Remote Camera & Music Weather Alarm Stop clock' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 8 days' 'Covers Manufacturing Defects']
Amazfit Bip 3 Pro with 1.69 inch Large Color Display Built-in GPS Smartwatch,Amazfit,3999,5999,33% off,4.1,260 Ratings†&†28 Reviews,"[""1.69'' Large Color Display | Built-in GPS | Super Slim & Light Body"" ""2 Weeks' Battery Life |Swimming Mode | Cricket Sports Data Monitoring |60 Sports Modes"" '5 ATM Water-resistance | PAI Health Assessment System |50+ Vibrant Watch Faces' 'Blood-oxygen Saturation Measurement | Monitoring of Heart Rate Stress Levels & Sleep' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 14 days' '1 Year Brand Warranty']"
Amazfit Bip 3 Pro with 1.69 inch Large Color Display Built-in GPS Smartwatch,Amazfit,3999,5999,33% off,4.1,28 Ratings†&†4 Reviews,"[""1.69'' Large Color Display | Built-in GPS | Super Slim & Light Body"" ""2 Weeks' Battery Life |Swimming Mode | Cricket Sports Data Monitoring |60 Sports Modes"" '5 ATM Water-resistance | PAI Health Assessment System |50+ Vibrant Watch Faces' 'Blood-oxygen Saturation Measurement | Monitoring of Heart Rate Stress Levels & Sleep' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 14 days' '1 Year Brand Warranty']"
"DIZO Watch D Sharp 1.75"" with High Res (320*390) Display (By realme techLife)",DIZO,1499,5499,72% off,3.9,325 Ratings†&†32 Reviews,['4.57cm (1.8inch)  550nits Super Bright Display\nUpto 14 Day Battery Life 2 Hours for Full Charge\n5ATM Water Resistance\n150+ Stylish Watch Faces| 110+ Sports Mode| Health Monitoring\nDIZO Smart App Controls' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 14 days' '12 Month from the Date of Purchase']
Hawai sales i8 Pro Max Smart Watch Series 8 For Men & Women (BLACK Free Size) Smartwatch Smartwatch,Hawai,849,2999,71% off,3.7,30 Ratings†&†4 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 5 days']
Noise ColorFit Pro 3 Alpha Smartwatch,Noise,5499,8999,38% off,4,5423 Ratings†&†534 Reviews,"['1.69"" grand display: Get the rich immersive viewing experience on the 1.69"" LCD display with 500 Nits Brightness' 'Bluetooth calling: Answer and make calls save your favourite contacts dial from the recent call logsAn on-wrist skin temperature sensor TWS/Neckband pairingAmbient noise detection' 'Music Storage and playback: Store 80+ songs and play them at your discretion.Fast charge- 30 mins full charge 100 sports modeIn watch customizable watch faces' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 5 days' '1 Year Manufacturer Warranty']"
Amazfit GTR 4 1.43AMOLED display Bluetooth calling & 6 satellite GPS positioning system Smartwatch,Amazfit,16999,23999,29% off,4.3,356 Ratings†&†51 Reviews,"[""1.1.43 HD AMOLED Display: The Amazfit GTR 4 is the industry's first smartwatch with anti-glare technology on the glass bezel cover and the AMOLED display has an anti-fingerprint coating to keep your watch looking pristine."" ""Strong & Accurate GPS Tracking: The Amazfit GTR 4 uses dual-band circularly-polarized GPS antenna technology enabling a highly accurate GPS tracking. While you're hiking a tree-covered trail or cycling to work through a congested city center enjoy positioning that's unimpeded by environmental and multi-path interference. Even import a route file to the watch from the Zepp App."" 'Smart recognition of Strength Training Exercises: The Amazfit GTR 4 can automatically recognize the movements and count the reps of dozens of strength training exercises.' '14-day Battery Life: Crush your professional and workout goals for up to two weeks at a time.' '24/7 Health Management: Enjoy highly-accurate 24-hour monitoring of heart rate blood-oxygen saturation breathing rate and stress levels.' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 12 days' '1 Year']"
AYANSHENTRPRISE ID116 Smartwatch,AYANSHENTRPRISE,499,1901,73% off,3.3,9746 Ratings†&†649 Reviews,['With Call Function' 'Touchscreen' 'Watchphone']
"boAt Watch Iris 1.39"" AMOLEDDisplay Smartwatch",boAt,2499,11999,79% off,3.8,2268 Ratings†&†309 Reviews,['35mm(1.39inches) Amoled Display | Multiple Watch Faces' '24 Hours Heart Rate & SpO2 Monitor' 'Music & Camera Control | Notification Alerts' 'IP68 Dust Sweat and Splash Resistant' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 year warranty from the date of purchase']
Bashaam A534_A1 PRO HEART RATE BLUETOOTH SMART WATCH BLACK(PACK OF 1) Smartwatch,Bashaam,489,1499,67% off,2.8,22 Ratings†&†3 Reviews,['Touchscreen' 'Fitness & Outdoor']
Longan A1 Smart Watch - Mini Phone - Support Sim/Memory Card/Camera/Voice Calling Smartwatch,Longan,999,2000,50% off,3,7 Ratings†&†0 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
Hotnix M1 smart watch for girls and boys bluetooth sports trackers Smartwatch,Hotnix,799,1999,60% off,3.6,335 Ratings†&†17 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 hrs']
Zwero T55 Series 6 Smart Watch Enabled with Bluetooth Calling and Fitness Tracker Smartwatch,Zwero,799,4999,84% off,3.3,1639 Ratings†&†103 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Safety & Security Watchphone' 'Battery Runtime: Upto 24 days']
"GOQii Smart Vital Lite 1.4"" Smart Touch HD With 3 Months Health Coaching Smartwatch",GOQii,1614,5499,70% off,3.8,2491 Ratings†&†218 Reviews,['1.4 inch HD color display | 240x240 HD resolution | Full Display Touch screen' 'Health coaching - 3 months free health & fitness coaching | Doctor consultation | health reward | Yoga | Home live workout | Diet consultation | free access to GOQii store & App' 'Body Temperature Tracker | 24x7 Heart rate Monitor | Integrated Pulse Oximeter (SpO2) | Auto Sleep tracking' 'IP68 Water/Dust resistant | Multiple customize watch faces | music control |stopwatch | timer | raise to wake | alarms | inactivity alerts | 17 mode of exercise & Battery Runtime: Upto 7 days | 1 Year Warranty' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 7 days' '1 Year Replacement warranty from the date of purchase']
Honor Watch GS 3 Smartwatch,Honor,12999,18999,31% off,4.2,52 Ratings†&†1 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Domestic Warranty']
APPLE Watch Series 3 (GPS 38mm) - Space Grey Aluminium Case with Black Sport Band,APPLE,16999,20900,18% off,4.6,55302 Ratings†&†4852 Reviews,['1-GPS' '2-Retina display' '3-Swimproof' '4-Optical heart sensor' '5-Store and stream music' 'podcasts and audiobooks' '6-Elevation' '7-Emergency SOS' 'Touchscreen' 'Notifier Fitness & Outdoor' 'Battery Runtime: Upto 18 hrs' '1 Year Warranty']
Auto Ryde D116 Watch Smartwatch,Auto,469,1999,76% off,3.3,1068 Ratings†&†57 Reviews,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 4 days' 'NA']
SAMSUNG Watch 5 44mmSuper AMOLED displayLTE calling & body composition tracking,SAMSUNG,32999,39999,17% off,4.3,352 Ratings†&†48 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Brand Warranty']
Cyxus 4G ANDROID T500/T500+ 5TH SERIES WATCH Smartwatch,Cyxus,747,1499,50% off,3.5,1559 Ratings†&†166 Reviews,['With Call Function' 'Touchscreen' 'Health & Medical Watchphone Notifier Fitness & Outdoor Safety & Security']
Xuper Human Smart Watch for Android/iOS Smart Phones with Touch & waterproof Smartwatch,Xuper,599,1299,53% off,2.9,49 Ratings†&†2 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 5 hrs' 'NA']
CrossBeats IGNITE-SPECTRA Super Retina 1.78 AMOLED Display Metal Body with BT Calling Smartwatch,CrossBeats,4999,9999,50% off,4,70 Ratings†&†32 Reviews,['Bluetooth Calling - You can receive and make calls through the watch In-Built Speaker and Mic. *1.78 AMOLED Display with Metal Body.* Heart rate Accelerometer SpO2 Multi-motion activity Touch sensor Light sensor.*Music Player - Listen and Control Music on your watch.*Notifications - Get Notification from facebook Whatsapp Instagram E mail.*Fitness - yoga Sleeping Running Walking Cycling Basket Ball Football & More.* Voice Assistance - Google / Siri Voice Assistance.*Battery Runtime - Up to 15 days.' 'With Call Function' 'Touchscreen' 'Watchphone Notifier Fitness & Outdoor Health & Medical' 'Battery Runtime: Upto 15 days' '12 Months manufacturer warranty subject to registration.']
Jeteck Smart Watch for Boys Y68 Bluetooth CallingTouchscreen Watch 05 pink Smartwatch,Jeteck,549,799,31% off,3.6,27 Ratings†&†1 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
Sportzee DZ09 Smartwatch,Sportzee,819,1399,41% off,3.4,2213 Ratings†&†309 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Notifier Health & Medical Fitness & Outdoor']
DEFY Space fit 1.54'' HD Display with Real time Temperature Sensor and SPO2 Smartwatch,DEFY,999,4499,77% off,3.8,3429 Ratings†&†520 Reviews,"[""39mm(1.54'') HD Display|Slim Design"" '24H Heart Rate SpO2 and Real Time Temperature Monitoring' 'IP68 Dust Splash and Sweat Resistant' 'Music &amp; Camera Alerts' '100+ Cloud- Based Watch Faces' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 6 days' '1 Year warranty from the date of purchase']"
